CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,KMeans_Cluster
13808.0,5,76,1747.66,5,4,4,544,Champions,0
13809.0,304,12,155.05,1,1,1,111,Hibernating,3
13810.0,28,35,1499.01,4,3,4,434,Big Spenders,0
13811.0,183,13,814.5,1,1,3,113,At Risk,1
13812.0,41,36,539.0,3,3,3,333,Others,0
13813.0,39,69,1366.86,3,4,4,344,Loyal Customers,0
13814.0,91,57,1579.12,2,3,4,234,Big Spenders,1
13815.0,21,176,4027.36,4,5,5,455,Champions,0
13816.0,23,28,571.6700000000001,4,2,3,423,Promising,0
13817.0,28,24,382.98,4,2,2,422,Promising,0
13819.0,301,36,1140.35,1,3,4,134,Big Spenders,3
13821.0,144,59,385.64,2,4,2,242,Loyal Customers,1
13822.0,5,96,632.0,5,4,3,543,Loyal Customers,0
13823.0,18,40,957.66,4,3,4,434,Big Spenders,0
13824.0,32,46,1698.94,4,3,4,434,Big Spenders,0
13826.0,175,10,189.5,2,1,1,211,Hibernating,1
13827.0,57,93,412.05,3,4,2,342,Loyal Customers,1
13828.0,21,15,209.49,4,2,1,421,Promising,0
13831.0,15,74,2202.99,4,4,5,445,Champions,0
13832.0,18,3,52.2,4,1,1,411,Promising,0
13833.0,158,29,384.8,2,2,2,222,Hibernating,1
13835.0,24,55,834.57,4,3,3,433,Promising,0
13837.0,211,19,271.24,1,2,2,122,Hibernating,3
13838.0,5,174,691.73,5,5,3,553,Loyal Customers,0
13841.0,252,1,85.0,1,1,1,111,Hibernating,3
13842.0,58,206,3385.62,3,5,5,355,Loyal Customers,0
13844.0,10,20,361.62,5,2,2,522,New Customers,0
13845.0,64,9,312.98,3,1,2,312,Others,1
13846.0,24,55,865.0600000000001,4,3,3,433,Promising,0
13848.0,91,5,1255.0,2,1,4,214,Big Spenders,1
13849.0,51,101,1537.95,3,4,4,344,Loyal Customers,0
13850.0,128,93,1595.48,2,4,4,244,Loyal Customers,1
13851.0,95,81,2651.46,2,4,5,245,Loyal Customers,1
13853.0,56,23,1090.14,3,2,4,324,Big Spenders,1
13854.0,8,110,8109.519999999999,5,4,5,545,Champions,0
13856.0,168,14,388.5,2,2,2,222,Hibernating,1
13858.0,56,11,216.17,3,1,1,311,Others,1
13859.0,325,28,201.16,1,2,1,121,Hibernating,3
13860.0,0,76,1245.9,5,4,4,544,Champions,0
13862.0,17,139,2209.36,4,5,5,455,Champions,0
13863.0,247,20,305.78,1,2,2,122,Hibernating,3
13865.0,57,30,501.56,3,3,3,333,Others,1
13866.0,73,7,145.67,2,1,1,211,Hibernating,1
13867.0,30,61,1015.29,4,4,4,444,Champions,0
13868.0,6,33,3192.54,5,3,5,535,Big Spenders,0
13869.0,122,307,3104.9500000000003,2,5,5,255,Loyal Customers,1
13870.0,1,115,2770.94,5,4,5,545,Champions,0
13871.0,22,336,6403.25,4,5,5,455,Champions,0
13873.0,119,23,389.6,2,2,2,222,Hibernating,1
13874.0,357,18,540.45,1,2,3,123,At Risk,3
13875.0,53,104,1786.79,3,4,4,344,Loyal Customers,0
13876.0,63,7,122.7,3,1,1,311,Others,1
13877.0,85,3,117.24,2,1,1,211,Hibernating,1
13878.0,54,36,1281.53,3,3,4,334,Big Spenders,1
13880.0,20,165,3219.77,4,5,5,455,Champions,0
13881.0,3,178,17159.52,5,5,5,555,Champions,0
13882.0,2,65,1191.13,5,4,4,544,Champions,0
13883.0,10,142,2674.48,5,5,5,555,Champions,0
13884.0,6,59,787.6,5,4,3,543,Loyal Customers,0
13885.0,188,28,506.8,1,2,3,123,At Risk,3
13886.0,70,16,243.56,3,2,1,321,Others,1
13887.0,203,19,349.55,1,2,2,122,Hibernating,3
13888.0,119,40,605.63,2,3,3,233,At Risk,1
13889.0,92,15,416.9,2,2,2,222,Hibernating,1
13890.0,0,110,1883.81,5,4,4,544,Champions,0
13892.0,26,27,632.97,4,2,3,423,Promising,0
13893.0,297,21,821.1,1,2,3,123,At Risk,3
13894.0,23,27,564.62,4,2,3,423,Promising,0
13895.0,27,118,2593.07,4,4,5,445,Champions,0
13897.0,49,17,311.16,3,2,2,322,Others,1
13898.0,325,12,155.93,1,1,1,111,Hibernating,3
13899.0,15,19,388.52,4,2,2,422,Promising,0
13900.0,182,43,740.95,1,3,3,133,At Risk,1
13901.0,71,149,2867.2000000000003,3,5,5,355,Loyal Customers,0
13904.0,36,26,332.64,3,2,2,322,Others,0
13908.0,79,122,2369.55,2,5,5,255,Loyal Customers,1
13911.0,56,148,2580.91,3,5,5,355,Loyal Customers,0
13914.0,11,33,626.45,5,3,3,533,Promising,0
13917.0,49,18,272.04,3,2,2,322,Others,1
13918.0,49,30,1212.84,3,3,4,334,Big Spenders,1
13919.0,58,28,384.81,3,2,2,322,Others,1
13922.0,351,7,172.25,1,1,1,111,Hibernating,3
13923.0,53,20,351.13,3,2,2,322,Others,1
13924.0,1,117,1838.85,5,4,4,544,Champions,0
13925.0,92,41,678.25,2,3,3,233,At Risk,1
13926.0,22,11,223.85,4,1,1,411,Promising,0
13927.0,74,21,348.99,2,2,2,222,Hibernating,1
13928.0,10,27,464.57,5,2,2,522,New Customers,0
13929.0,168,9,842.65,2,1,3,213,At Risk,1
13930.0,57,17,337.34,3,2,2,322,Others,1
13931.0,95,58,1237.53,2,3,4,234,Big Spenders,1
13932.0,294,16,307.4,1,2,2,122,Hibernating,3
13933.0,108,23,608.79,2,2,3,223,At Risk,1
13934.0,263,31,922.1,1,3,3,133,At Risk,3
13936.0,179,26,376.58,1,2,2,122,Hibernating,1
13937.0,168,9,158.85,2,1,1,211,Hibernating,1
13938.0,34,7,71.66,3,1,1,311,Others,0
13939.0,22,45,568.55,4,3,3,433,Promising,0
13940.0,16,49,839.14,4,3,3,433,Promising,0
13941.0,21,45,5112.96,4,3,5,435,Big Spenders,0
13946.0,78,11,561.57,2,1,3,213,At Risk,1
13947.0,64,5,90.6,3,1,1,311,Others,1
13948.0,360,3,102.0,1,1,1,111,Hibernating,3
13949.0,2,160,2427.32,5,5,5,555,Champions,0
13950.0,10,35,745.0600000000001,5,3,3,533,Promising,0
13951.0,175,39,674.45,2,3,3,233,At Risk,1
13952.0,217,137,3251.071,1,5,5,155,Loyal Customers,3
13953.0,6,20,3515.68,5,2,5,525,Big Spenders,0
13954.0,1,25,439.92,5,2,2,522,New Customers,0
13955.0,153,33,322.96,2,3,2,232,At Risk,1
13956.0,4,152,1026.42,5,5,4,554,Champions,0
13959.0,78,92,598.2,2,4,3,243,Loyal Customers,1
13960.0,20,12,230.22,4,1,1,411,Promising,0
13962.0,21,11,169.54999999999998,4,1,1,411,Promising,0
13963.0,307,35,664.54,1,3,3,133,At Risk,3
13967.0,145,2,80.7,2,1,1,211,Hibernating,1
13969.0,6,626,9053.94,5,5,5,555,Champions,0
13971.0,18,149,2758.26,4,5,5,455,Champions,0
13972.0,70,15,190.25,3,2,1,321,Others,1
13973.0,286,11,264.7,1,1,2,112,Hibernating,3
13974.0,48,28,413.59,3,2,2,322,Others,1
13975.0,30,338,2526.28,4,5,5,455,Champions,0
13976.0,206,10,357.98,1,1,2,112,Hibernating,3
13978.0,14,15,196.79,4,2,1,421,Promising,0
13979.0,72,54,869.87,2,3,3,233,At Risk,1
13980.0,59,11,200.14,3,1,1,311,Others,1
13982.0,38,111,1871.81,3,4,4,344,Loyal Customers,0
13983.0,29,107,2603.43,4,4,5,445,Champions,0
13984.0,26,16,920.51,4,2,3,423,Promising,0
13985.0,3,351,7060.13,5,5,5,555,Champions,0
13986.0,16,13,320.46,4,1,2,412,Promising,0
13988.0,19,234,4147.96,4,5,5,455,Champions,0
13989.0,65,41,1266.08,3,3,4,334,Big Spenders,1
13990.0,212,16,311.3,1,2,2,122,Hibernating,3
13991.0,11,84,855.97,5,4,3,543,Loyal Customers,0
13992.0,29,5,76.8,4,1,1,411,Promising,0
13993.0,42,121,3466.36,3,4,5,345,Loyal Customers,0
13994.0,3,155,2313.14,5,5,5,555,Champions,0
13995.0,14,86,1393.69,4,4,4,444,Champions,0
13999.0,9,208,3901.81,5,5,5,555,Champions,0
14000.0,210,15,635.66,1,2,3,123,At Risk,3
14001.0,45,39,2043.08,3,3,4,334,Big Spenders,0
14002.0,133,47,529.73,2,3,3,233,At Risk,1
14004.0,42,171,4582.64,3,5,5,355,Loyal Customers,0
14005.0,9,84,2874.72,5,4,5,545,Champions,0
14006.0,115,30,962.19,2,3,4,234,Big Spenders,1
14009.0,197,42,695.61,1,3,3,133,At Risk,3
14012.0,277,11,328.8,1,1,2,112,Hibernating,3
14013.0,109,34,473.02,2,3,2,232,At Risk,1
14014.0,76,39,505.18,2,3,3,233,At Risk,1
14015.0,52,20,917.34,3,2,3,323,Others,1
14016.0,161,161,4341.21,2,5,5,255,Loyal Customers,1
14019.0,46,66,1421.61,3,4,4,344,Loyal Customers,0
14020.0,16,39,642.8,4,3,3,433,Promising,0
14021.0,154,22,631.9,2,2,3,223,At Risk,1
14022.0,224,28,440.0,1,2,2,122,Hibernating,3
14023.0,6,31,584.07,5,3,3,533,Promising,0
14024.0,121,16,327.7,2,2,2,222,Hibernating,1
14027.0,60,6,104.82,3,1,1,311,Others,1
14029.0,62,15,467.66,3,2,2,322,Others,1
14030.0,17,243,2360.09,4,5,5,455,Champions,0
14031.0,6,250,17286.86,5,5,5,555,Champions,0
14032.0,1,143,2975.59,5,5,5,555,Champions,0
14034.0,21,89,651.8199999999999,4,4,3,443,Loyal Customers,0
14035.0,28,66,1428.02,4,4,4,444,Champions,0
14036.0,284,38,626.65,1,3,3,133,At Risk,3
14037.0,175,28,147.20000000000002,2,2,1,221,Hibernating,1
14038.0,77,92,1560.38,2,4,4,244,Loyal Customers,1
14039.0,32,6,152.2,4,1,1,411,Promising,0
14040.0,40,235,3614.92,3,5,5,355,Loyal Customers,0
14041.0,265,21,141.41,1,2,1,121,Hibernating,3
14044.0,26,209,652.82,4,5,3,453,Loyal Customers,0
14045.0,108,6,1659.75,2,1,4,214,Big Spenders,1
14046.0,283,14,154.99,1,2,1,121,Hibernating,3
14047.0,8,32,1308.61,5,3,4,534,Big Spenders,0
14048.0,304,85,409.93,1,4,2,142,Loyal Customers,3
14049.0,16,488,5681.72,4,5,5,455,Champions,0
14050.0,31,54,746.36,4,3,3,433,Promising,0
14051.0,0,210,15610.39,5,5,5,555,Champions,0
14052.0,19,56,225.36,4,3,1,431,Promising,0
14053.0,123,4,260.25,2,1,2,212,Hibernating,1
14054.0,64,6,92.46,3,1,1,311,Others,1
14055.0,105,10,725.6400000000001,2,1,3,213,At Risk,1
14056.0,0,1106,8214.65,5,5,5,555,Champions,0
14057.0,23,284,6217.96,4,5,5,455,Champions,0
14059.0,266,8,183.6,1,1,1,111,Hibernating,3
14060.0,4,202,6140.42,5,5,5,555,Champions,0
14062.0,9,111,10464.85,5,4,5,545,Champions,0
14064.0,28,80,1353.74,4,4,4,444,Champions,0
14066.0,266,7,152.55,1,1,1,111,Hibernating,3
14067.0,63,52,374.7,3,3,2,332,Others,1
14068.0,319,24,265.85,1,2,2,122,Hibernating,3
14071.0,3,324,1438.82,5,5,4,554,Champions,0
14073.0,31,13,151.04,4,1,1,411,Promising,0
14075.0,4,43,942.26,5,3,4,534,Big Spenders,0
14076.0,128,46,122.47,2,3,1,231,At Risk,1
14077.0,40,42,499.42,3,3,3,333,Others,0
14078.0,101,65,1049.37,2,4,4,244,Loyal Customers,1
14079.0,124,12,375.1,2,1,2,212,Hibernating,1
14080.0,32,4,45.6,4,1,1,411,Promising,0
14081.0,301,153,934.52,1,5,3,153,Loyal Customers,3
14082.0,364,29,182.25,1,2,1,121,Hibernating,3
14083.0,3,181,1018.43,5,5,4,554,Champions,0
14085.0,1,450,4448.54,5,5,5,555,Champions,0
14087.0,2,69,194.42,5,4,1,541,Loyal Customers,0
14088.0,9,589,50491.81,5,5,5,555,Champions,0
14089.0,56,14,161.0,3,2,1,321,Others,1
14090.0,324,1,76.32000000000001,1,1,1,111,Hibernating,3
14092.0,7,214,4076.91,5,5,5,555,Champions,0
14093.0,11,105,442.85,5,4,2,542,Loyal Customers,0
14096.0,3,5111,65164.79,5,5,5,555,Champions,2
14098.0,36,21,147.35,3,2,1,321,Others,0
14099.0,15,250,3104.17,4,5,5,455,Champions,0
14100.0,137,26,194.9,2,2,1,221,Hibernating,1
14101.0,73,35,5976.79,2,3,5,235,Big Spenders,1
14102.0,4,79,1360.28,5,4,4,544,Champions,0
14104.0,154,21,216.21,2,2,1,221,Hibernating,1
14105.0,238,74,1266.23,1,4,4,144,Loyal Customers,3
14107.0,51,123,2703.23,3,5,5,355,Loyal Customers,0
14108.0,30,34,597.91,4,3,3,433,Promising,0
14109.0,72,9,144.2,2,1,1,211,Hibernating,1
14110.0,3,156,5683.15,5,5,5,555,Champions,0
14111.0,13,10,692.85,4,1,3,413,Promising,0
14112.0,22,160,2915.15,4,5,5,455,Champions,0
14113.0,3,34,1840.42,5,3,4,534,Big Spenders,0
14114.0,273,15,386.53,1,2,2,122,Hibernating,3
14116.0,19,72,1382.74,4,4,4,444,Champions,0
14117.0,143,3,90.0,2,1,1,211,Hibernating,1
14121.0,3,159,2780.15,5,5,5,555,Champions,0
14124.0,83,5,419.58,2,1,2,212,Hibernating,1
14125.0,10,167,2740.43,5,5,5,555,Champions,0
14126.0,7,15,706.1300000000001,5,2,3,523,New Customers,0
14127.0,122,44,709.71,2,3,3,233,At Risk,1
14128.0,60,46,637.5,3,3,3,333,Others,1
14129.0,1,52,1123.86,5,3,4,534,Big Spenders,0
14130.0,318,67,483.86,1,4,2,142,Loyal Customers,3
14132.0,1,200,3586.03,5,5,5,555,Champions,0
14133.0,129,28,605.64,2,2,3,223,At Risk,1
14135.0,1,134,4690.31,5,5,5,555,Champions,0
14138.0,1,47,982.38,5,3,4,534,Big Spenders,0
14139.0,45,26,415.82,3,2,2,322,Others,1
14140.0,3,66,935.05,5,4,3,543,Loyal Customers,0
14141.0,2,40,915.13,5,3,3,533,Promising,0
14142.0,372,22,311.81,1,2,2,122,Hibernating,3
14143.0,133,7,115.8,2,1,1,211,Hibernating,1
14145.0,46,11,3742.2,3,1,5,315,Big Spenders,0
14146.0,8,210,4191.0,5,5,5,555,Champions,0
14147.0,77,5,483.4,2,1,2,212,Hibernating,1
14148.0,233,3,157.2,1,1,1,111,Hibernating,3
14149.0,220,28,446.62,1,2,2,122,Hibernating,3
14150.0,35,26,658.64,3,2,3,323,Others,0
14152.0,74,49,621.29,2,3,3,233,At Risk,1
14154.0,238,52,1345.62,1,3,4,134,Big Spenders,3
14155.0,265,6,118.75,1,1,1,111,Hibernating,3
14156.0,9,1400,117379.63,5,5,5,555,Champions,4
14157.0,19,48,432.88,4,3,2,432,Promising,0
14158.0,39,41,507.66,3,3,3,333,Others,0
14159.0,19,1204,4693.01,4,5,5,455,Champions,0
14161.0,215,108,1110.52,1,4,4,144,Loyal Customers,3
14162.0,173,25,289.36,2,2,2,222,Hibernating,1
14163.0,86,52,2445.91,2,3,5,235,Big Spenders,1
14164.0,70,29,1631.77,3,2,4,324,Big Spenders,1
14165.0,275,25,122.54,1,2,1,121,Hibernating,3
14167.0,38,52,574.84,3,3,3,333,Others,0
14171.0,97,58,363.79,2,3,2,232,At Risk,1
14173.0,10,29,450.84,5,2,2,522,New Customers,0
14174.0,32,26,134.46,4,2,1,421,Promising,0
14175.0,59,149,3222.3,3,5,5,355,Loyal Customers,0
14176.0,296,31,576.9000000000001,1,3,3,133,At Risk,3
14177.0,85,42,559.41,2,3,3,233,At Risk,1
14178.0,8,327,1620.93,5,5,4,554,Champions,0
14179.0,40,165,719.78,3,5,3,353,Loyal Customers,0
14180.0,10,240,4748.52,5,5,5,555,Champions,0
14184.0,66,24,452.89,3,2,2,322,Others,1
14185.0,330,3,197.65,1,1,1,111,Hibernating,3
14188.0,30,65,2054.36,4,4,4,444,Champions,0
14189.0,1,265,4654.08,5,5,5,555,Champions,0
14191.0,1,259,4684.76,5,5,5,555,Champions,0
14193.0,67,42,853.39,3,3,3,333,Others,1
14194.0,4,579,11349.52,5,5,5,555,Champions,0
14195.0,201,7,1012.0,1,1,4,114,Big Spenders,3
14196.0,106,6,335.52,2,1,2,212,Hibernating,1
14198.0,17,39,701.4,4,3,3,433,Promising,0
14199.0,217,2,185.4,1,1,1,111,Hibernating,3
14201.0,59,37,747.44,3,3,3,333,Others,1
14204.0,1,44,161.03,5,3,1,531,Promising,0
14205.0,16,24,466.7,4,2,2,422,Promising,0
14206.0,238,20,328.16,1,2,2,122,Hibernating,3
14208.0,94,10,151.74,2,1,1,211,Hibernating,1
14209.0,10,87,2073.43,5,4,5,545,Champions,0
14210.0,105,102,1905.84,2,4,4,244,Loyal Customers,1
14211.0,52,112,2241.1,3,4,5,345,Loyal Customers,0
14212.0,89,9,1070.48,2,1,4,214,Big Spenders,1
14214.0,30,67,1004.38,4,4,4,444,Champions,0
14215.0,11,108,1789.72,5,4,4,544,Champions,0
14216.0,2,59,1839.3,5,4,4,544,Champions,0
14217.0,1,100,2004.98,5,4,4,544,Champions,0
14218.0,42,12,169.48000000000002,3,1,1,311,Others,1
14219.0,3,7,89.94,5,1,1,511,New Customers,0
14220.0,246,21,632.4000000000001,1,2,3,123,At Risk,3
14221.0,41,193,3432.8,3,5,5,355,Loyal Customers,0
14222.0,176,41,683.17,2,3,3,233,At Risk,1
14223.0,91,60,991.13,2,4,4,244,Loyal Customers,1
14224.0,109,118,1050.12,2,4,4,244,Loyal Customers,1
14226.0,28,67,2232.19,4,4,5,445,Champions,0
14227.0,25,175,3350.96,4,5,5,455,Champions,0
14229.0,51,40,1547.2,3,3,4,334,Big Spenders,1
14231.0,183,50,925.71,1,3,3,133,At Risk,1
14232.0,42,115,2048.07,3,4,4,344,Loyal Customers,0
14233.0,48,35,1462.72,3,3,4,334,Big Spenders,1
14234.0,21,159,775.46,4,5,3,453,Loyal Customers,0
14235.0,74,79,3144.86,2,4,5,245,Loyal Customers,1
14236.0,80,15,490.86,2,2,3,223,At Risk,1
14237.0,372,9,161.0,1,1,1,111,Hibernating,3
14238.0,325,8,146.85,1,1,1,111,Hibernating,3
14239.0,42,112,2380.85,3,4,5,345,Loyal Customers,0
14240.0,29,42,890.34,4,3,3,433,Promising,0
14241.0,183,10,213.7,1,1,1,111,Hibernating,1
14242.0,234,16,280.55,1,2,2,122,Hibernating,3
14243.0,8,141,2588.77,5,5,5,555,Champions,0
14245.0,219,108,1693.45,1,4,4,144,Loyal Customers,3
14246.0,110,75,1474.06,2,4,4,244,Loyal Customers,1
14247.0,277,20,136.77,1,2,1,121,Hibernating,3
14248.0,317,8,302.58,1,1,2,112,Hibernating,3
14250.0,6,111,1904.05,5,4,4,544,Champions,0
14251.0,1,78,2879.7000000000003,5,4,5,545,Champions,0
14256.0,259,53,969.06,1,3,4,134,Big Spenders,3
14257.0,63,106,3099.7200000000003,3,4,5,345,Loyal Customers,0
14258.0,8,111,12669.98,5,4,5,545,Champions,0
14259.0,141,5,120.0,2,1,1,211,Hibernating,1
14261.0,50,52,1163.45,3,3,4,334,Big Spenders,1
14262.0,7,143,2618.23,5,5,5,555,Champions,0
14264.0,154,17,333.97,2,2,2,222,Hibernating,1
14265.0,108,31,530.18,2,3,3,233,At Risk,1
14267.0,162,55,1516.24,2,3,4,234,Big Spenders,1
14270.0,331,29,492.65,1,2,3,123,At Risk,3
14271.0,225,10,112.32,1,1,1,111,Hibernating,3
14272.0,73,33,437.96,2,3,2,232,At Risk,1
14273.0,50,29,559.97,3,2,3,323,Others,1
14276.0,98,64,1119.74,2,4,4,244,Loyal Customers,1
14277.0,14,225,4216.2,4,5,5,455,Champions,0
14280.0,196,8,134.04,1,1,1,111,Hibernating,3
14282.0,2,156,3729.34,5,5,5,555,Champions,0
14284.0,30,32,595.25,4,3,3,433,Promising,0
14285.0,20,27,1910.01,4,2,4,424,Big Spenders,0
14286.0,23,280,4628.75,4,5,5,455,Champions,0
14287.0,7,9,176.63,5,1,1,511,New Customers,0
14288.0,212,16,426.6,1,2,2,122,Hibernating,3
14289.0,8,47,911.26,5,3,3,533,Promising,0
14290.0,10,101,2314.65,5,4,5,545,Champions,0
14291.0,1,237,3883.25,5,5,5,555,Champions,0
14292.0,7,100,4871.93,5,4,5,545,Champions,0
14293.0,2,61,1046.56,5,4,4,544,Champions,0
14295.0,39,5,166.20000000000002,3,1,1,311,Others,1
14297.0,17,62,1305.33,4,4,4,444,Champions,0
14298.0,7,1637,51527.3,5,5,5,555,Champions,0
14299.0,7,143,3965.62,5,5,5,555,Champions,0
14300.0,18,3,43.2,4,1,1,411,Promising,0
14301.0,116,13,640.14,2,1,3,213,At Risk,1
14304.0,222,17,383.45,1,2,2,122,Hibernating,3
14305.0,70,105,1858.96,3,4,4,344,Loyal Customers,1
14306.0,50,33,2093.32,3,3,5,335,Big Spenders,1
14307.0,88,180,2995.7200000000003,2,5,5,255,Loyal Customers,1
14309.0,7,117,2352.53,5,4,5,545,Champions,0
14311.0,242,20,310.26,1,2,2,122,Hibernating,3
14312.0,46,87,1611.59,3,4,4,344,Loyal Customers,0
14314.0,106,8,120.0,2,1,1,211,Hibernating,1
14315.0,44,101,2481.13,3,4,5,345,Loyal Customers,0
14317.0,64,24,508.58,3,2,3,323,Others,1
14320.0,206,31,477.79,1,3,2,132,At Risk,3
14321.0,10,123,1530.75,5,5,4,554,Champions,0
14323.0,114,36,605.0600000000001,2,3,3,233,At Risk,1
14326.0,241,8,183.85,1,1,1,111,Hibernating,3
14327.0,162,12,311.65000000000003,2,1,2,212,Hibernating,1
14329.0,16,259,5014.84,4,5,5,455,Champions,0
14331.0,123,28,462.66,2,2,2,222,Hibernating,1
14332.0,22,26,866.3100000000001,4,2,3,423,Promising,0
14333.0,67,15,415.2,3,2,2,322,Others,1
14334.0,16,162,2552.21,4,5,5,455,Champions,0
14335.0,15,63,468.26,4,4,2,442,Loyal Customers,0
14336.0,16,90,1614.91,4,4,4,444,Champions,0
14338.0,160,31,588.22,2,3,3,233,At Risk,1
14339.0,242,14,309.52000000000004,1,2,2,122,Hibernating,3
14340.0,218,6,134.7,1,1,1,111,Hibernating,3
14341.0,44,129,2182.28,3,5,5,355,Loyal Customers,0
14342.0,20,21,668.5600000000001,4,2,3,423,Promising,0
14344.0,126,71,889.9300000000001,2,4,3,243,Loyal Customers,1
14345.0,38,6,108.98,3,1,1,311,Others,1
14346.0,120,60,1021.58,2,4,4,244,Loyal Customers,1
14348.0,259,18,409.57,1,2,2,122,Hibernating,3
14349.0,9,31,133.5,5,3,1,531,Promising,0
14350.0,273,18,282.93,1,2,2,122,Hibernating,3
14351.0,164,1,51.0,2,1,1,211,Hibernating,1
14352.0,156,47,1078.96,2,3,4,234,Big Spenders,1
14353.0,214,6,90.6,1,1,1,111,Hibernating,3
14354.0,5,9,163.62,5,1,1,511,New Customers,0
14355.0,365,11,174.4,1,1,1,111,Hibernating,3
14356.0,79,33,701.23,2,3,3,233,At Risk,1
14357.0,42,41,225.77,3,3,1,331,Others,0
14359.0,18,55,912.18,4,3,3,433,Promising,0
14360.0,31,118,2128.23,4,4,5,445,Champions,0
14362.0,21,41,161.2,4,3,1,431,Promising,0
14364.0,108,69,3717.35,2,4,5,245,Loyal Customers,1
14367.0,7,524,9261.52,5,5,5,555,Champions,0
14368.0,319,8,155.0,1,1,1,111,Hibernating,3
14371.0,294,4,100.5,1,1,1,111,Hibernating,3
14373.0,357,4,76.55,1,1,1,111,Hibernating,3
14375.0,184,75,257.68,1,4,2,142,Loyal Customers,1
14377.0,190,11,617.05,1,1,3,113,At Risk,3
14379.0,43,46,348.1,3,3,2,332,Others,0
14381.0,51,56,202.68,3,3,1,331,Others,1
14382.0,25,131,626.07,4,5,3,453,Loyal Customers,0
14383.0,37,59,1247.69,3,4,4,344,Loyal Customers,0
14385.0,8,14,202.11,5,2,1,521,New Customers,0
14386.0,296,7,142.4,1,1,1,111,Hibernating,3
14387.0,32,140,1770.56,4,5,4,454,Champions,0
14388.0,9,186,3212.84,5,5,5,555,Champions,0
14389.0,64,45,1043.46,3,3,4,334,Big Spenders,1
14390.0,9,286,4652.82,5,5,5,555,Champions,0
14393.0,217,5,67.95,1,1,1,111,Hibernating,3
14395.0,1,350,3507.71,5,5,5,555,Champions,0
14396.0,64,73,487.99,3,4,2,342,Loyal Customers,1
14397.0,2,87,2612.96,5,4,5,545,Champions,0
14400.0,148,25,574.7,2,2,3,223,At Risk,1
14401.0,3,182,4051.48,5,5,5,555,Champions,0
14403.0,129,20,1475.81,2,2,4,224,Big Spenders,1
14404.0,33,103,1474.32,3,4,4,344,Loyal Customers,0
14406.0,118,8,156.75,2,1,1,211,Hibernating,1
14407.0,106,73,2157.73,2,4,5,245,Loyal Customers,1
14408.0,10,107,2606.53,5,4,5,545,Champions,0
14409.0,70,54,2059.4500000000003,3,3,5,335,Big Spenders,1
14410.0,91,194,1105.07,2,5,4,254,Loyal Customers,1
14411.0,310,14,1063.0,1,2,4,124,Big Spenders,3
14412.0,42,43,770.03,3,3,3,333,Others,0
14413.0,361,23,122.7,1,2,1,121,Hibernating,3
14414.0,91,97,1496.98,2,4,4,244,Loyal Customers,1
14415.0,0,590,5900.28,5,5,5,555,Champions,0
14416.0,21,14,490.22,4,2,3,423,Promising,0
14418.0,3,124,1937.25,5,5,4,554,Champions,0
14419.0,10,206,1058.06,5,5,4,554,Champions,0
14420.0,98,29,387.52,2,2,2,222,Hibernating,1
14421.0,56,27,813.11,3,2,3,323,Others,1
14422.0,0,222,4263.64,5,5,5,555,Champions,0
14423.0,217,3,265.2,1,1,2,112,Hibernating,3
14424.0,17,1,322.08,4,1,2,412,Promising,0
14426.0,23,224,4481.67,4,5,5,455,Champions,0
14427.0,49,17,363.34,3,2,2,322,Others,1
14428.0,6,144,1244.83,5,5,4,554,Champions,0
14431.0,302,17,470.36,1,2,2,122,Hibernating,3
14432.0,9,382,2255.51,5,5,5,555,Champions,0
14434.0,21,12,1372.8,4,1,4,414,Big Spenders,0
14436.0,98,9,89.06,2,1,1,211,Hibernating,1
14437.0,365,5,63.0,1,1,1,111,Hibernating,3
14438.0,305,9,131.9,1,1,1,111,Hibernating,3
14439.0,319,32,2661.24,1,3,5,135,Big Spenders,3
14440.0,7,55,2357.68,5,3,5,535,Big Spenders,0
14441.0,0,51,1712.89,5,3,4,534,Big Spenders,0
14442.0,204,63,1589.82,1,4,4,144,Loyal Customers,3
14443.0,53,93,1420.2,3,4,4,344,Loyal Customers,0
14446.0,0,293,1039.58,5,5,4,554,Champions,0
14447.0,18,70,1163.23,4,4,4,444,Champions,0
14448.0,8,20,375.35,5,2,2,522,New Customers,0
14449.0,18,258,907.1,4,5,3,453,Loyal Customers,0
14450.0,180,40,483.25,1,3,2,132,At Risk,1
14451.0,59,109,662.59,3,4,3,343,Loyal Customers,0
14452.0,10,62,264.44,5,4,2,542,Loyal Customers,0
14453.0,189,22,119.93,1,2,1,121,Hibernating,3
14456.0,4,970,3062.4,5,5,5,555,Champions,0
14457.0,310,4,113.64,1,1,1,111,Hibernating,3
14459.0,154,37,1837.92,2,3,4,234,Big Spenders,1
14460.0,109,16,434.34,2,2,2,222,Hibernating,1
14461.0,147,180,2103.06,2,5,5,255,Loyal Customers,1
14462.0,65,240,2004.02,3,5,4,354,Loyal Customers,0
14463.0,97,6,529.62,2,1,3,213,At Risk,1
14465.0,246,130,1058.62,1,5,4,154,Loyal Customers,3
14466.0,28,72,2272.4,4,4,5,445,Champions,0
14467.0,17,90,598.76,4,4,3,443,Loyal Customers,0
14470.0,11,43,461.19,5,3,2,532,Promising,0
14472.0,103,281,1936.84,2,5,4,254,Loyal Customers,0
14473.0,73,7,234.34,2,1,1,211,Hibernating,1
